INTERACTOR_1	INTERACTOR_2
co961	co218
co10164	co702
co5756	co3961
co1361	co1303
co990	co5529
co1489	co3209
co6327	co702
co6733	co1777
co857	co4658
co4233	co3436
co2700	co92
co3842	co8504
co2128	co4011
co109	co286
co2305	co4096
co4595	co1801
co8688	co1774
co1046	co6700
co7246	co5613
co1821	co5167
co3970	co247
co10983	co149
co2373	co4657
co10169	co209
co9251	co7254
co10723	co334
co3506	co661
co2888	co877
co408	co2394
co1997	co401
co6022	co2189
co1019	co643
co9903	co1902
co8192	co4392
co10319	co1166
co1250	co104
co11081	co3564
co3231	co1048
co2312	co6863
co1605	co303
co3766	co5612
co165	co4313
co1017	co732
co9594	co7771
co954	co1280
co6585	co9272
co7271	co2301
co4123	co7852
co2382	co4955
co6602	co6797
co1606	co444
co11774	co6844
co193	co7236
co758	co2020
co1724	co3953
co2746	co1349
co6003	co9290
co1400	co668
co12027	co1467
co316	co5182
co109	co5293
co5567	co4534
co8585	co1814
co4944	co2716
co5190	co2749
co10828	co4448
co2453	co2271
co262	co515
co24	co1811
co3623	co218
co13367	co2019
co10578	co1590
co3195	co444
co2537	co344
co14307	co6712
co7262	co1799
co8592	co1460
co349	co611
co169	co6363
co245	co3335
co9887	co218
co2112	co3369
co1246	co2992
co121	co277
co3144	co4121
co2382	co533
co6881	co8715
co1499	co2446
co11155	co5067
co1466	co2494
co6979	co12234
co1552	co7505
co6788	co288
co247	co2709
co9343	co896
co2647	co704
co4233	co815
co4330	co694
co54	co6994
co25	co7734
co10761	co218
co5424	co8596
co4414	co517
co4924	co311
co6124	co1830
co4580	co1860
co10845	co7100
co3930	co958
co605	co1237
co2580	co796
co10412	co277
co96	co1818
co4751	co4207
co5498	co3199
co1574	co7864
co4543	co1271
co3846	co1633
co144	co4539
co4710	co289
co4020	co5826
co4299	co1609
co1725	co1806
co5642	co468
co10969	co536
co76	co725
co6902	co4099
co5341	co9697
co8000	co543
co5124	co7691
co3564	co4614
co5391	co6335
co1036	co1091
co3224	co1442
co4241	co8405
co1445	co9047
co4398	co307
co4501	co439
co10467	co2327
co2133	co1012
co1254	co1573
co1045	co1049
co6510	co52
co1362	co729
co12117	co183
co4263	co2446
co6160	co324
co10127	co467
co4845	co7905
co10401	co1013
co1335	co4478
co2006	co5415
co25	co6001
co3204	co2735
co13685	co218
co5516	co990
co851	co10933
co6906	co3669
co1218	co2494
co9411	co2862
co9182	co6430
co7269	co1393
co9887	co3559
co540	co2378
co4851	co7041
co1365	co1217
co1458	co4151
co6531	co1028
co931	co2147
co11728	co3070
co637	co3344
co10355	co1107
co925	co14308
co3852	co303
co1567	co1710
co3363	co419
co6625	co5194
co5678	co218
co252	co5035
co805	co3567
co10732	co3313
co2128	co1265
co1990	co1373
co8348	co7675
co10054	co4316
co2433	co4588
co2939	co736
co4160	co1191
co4032	co961
co2129	co3098
co1059	co353
co763	co335
co4397	co2477
co2619	co6431
co730	co5140
co208	co1212
co7321	co6261
co3034	co2904
co2382	co1900
co4280	co6091
co1916	co709
co664	co1516
co1159	co672
co5751	co2898
co1103	co6088
co2307	co1064
co5051	co12693
co3822	co193
co1766	co3363
co6080	co958
co1096	co1436
co7369	co6824
co337	co4788
co710	co6831
co4900	co5694
co1255	co4898
co4091	co1138
co4580	co1014
co958	co6924
co4661	co1818
co5387	co702
co1195	co846
co7376	co7015
co1335	co5916
co13835	co1597
co1931	co1694
co4300	co5458
co7174	co1021
co10800	co319
co1064	co3681
co2208	co6708
co5841	co903
co742	co5533
co28	co222
co195	co2243
co5771	co6260
co2787	co2495
co8293	co3030
co5771	co7804
co4573	co1415
co664	co209
co336	co4652
co1478	co24
co3187	co6594
co3085	co6571
co1609	co1592
co1360	co1936
co899	co462
co3515	co5995
co2615	co1111
co736	co3935
co77	co2866
co3196	co5735
co1257	co7275
co115	co3384
co1896	co7248
co11629	co331
co6831	co2697
co6165	co2037
co3529	co5741
co5131	co222
co3189	co2410
co2528	co8830
co9713	co439
co2561	co1975
co562	co6577
co3028	co3211
co6994	co707
co6411	co2403
co1055	co399
co2232	co1627
co3713	co7096
co618	co107
co2547	co7063
co3303	co3782
co8	co1014
co10467	co5537
co5802	co3176
co5752	co2112
co2878	co3438
co595	co4881
co5896	co4256
co42	co565
co4845	co4325
co6184	co8641
co1968	co311
co5507	co6738
co8086	co4155
co197	co2473
co2296	co277
co4900	co2133
co3676	co6706
co5202	co300
co1508	co5688
co2876	co38
co1260	co353
co2534	co2296
co12976	co2051
co4369	co987
co3575	co439
co5352	co1103
co1788	co12976
co1685	co517
co9769	co4131
co1615	co858
co4478	co2067
co3299	co214
co8999	co2331
co569	co1414
co13556	co7957
co286	co2045
co2701	co3914
co1131	co1156
co2998	co2671
co230	co2
co1445	co2716
co211	co5013
co770	co2520
co941	co1255
co3909	co4908
co3933	co753
co12493	co218
co501	co1034
co2437	co981
co1336	co5689
co2108	co216
co111	co5366
co1453	co643
co4646	co2178
co1230	co1911
co10518	co1592
co8465	co407
co4937	co1854
co1276	co2722
co297	co5969
co3726	co6691
co384	co269
co9542	co2029
co230	co122
co2033	co82
co3373	co4661
co1948	co728
co2388	co2029
co314	co4892
co3466	co325
co594	co10586
co388	co4375
co605	co10459
co4779	co9597
co9672	co5681
co4480	co9237
co2389	co251
co655	co8633
co2869	co12833
co11616	co8525
co3589	co6915
co25	co1927
co2670	co11872
co4129	co8762
co2140	co58
co5224	co5135
co4000	co2564
co1337	co2722
co6163	co4587
co9896	co3707
co7577	co2383
co4716	co1448
co782	co2016
co91	co1600
co890	co3714
co8387	co5818
co1845	co172
co3568	co569
co449	co2453
co2561	co11415
co2039	co3002
co3658	co325
co3902	co1280
co1673	co12905
co6564	co256
co7376	co2984
co4403	co2025
co230	co1572
co6693	co959
co5282	co9831
co3978	co7918
co1552	co2221
co4320	co240
co5541	co5438
co1263	co1617
co141	co3552
co3691	co1048
co8154	co3615
co67	co3274
co1023	co7798
co3281	co4151
co922	co737
co4840	co2720
co3744	co1131
co2875	co12148
co1382	co1064
co1345	co1931
co245	co3034
co204	co5919
co3997	co156
co4414	co2105
co9200	co10993
co7687	co8927
co62	co658
co204	co2094
co2253	co570
co3085	co149
co12545	co324
co4841	co2722
co710	co1394
co431	co3672
co2526	co4151
co5655	co10610
co2414	co1332
co682	co58
co936	co4128
co6722	co2950
co2382	co221
co2903	co5223
co1302	co1797
co1215	co1863
co1867	co6884
co3219	co1757
co7434	co2639
co2817	co3978
co1340	co549
co8071	co8003
co6720	co5681
co3627	co6660
co6843	co5754
co1180	co972
co10354	co668
co12769	co3789
co2692	co4124
co1850	co5083
co1212	co7902
co442	co4683
co9012	co218
co1290	co3653
co1371	co3620
co2157	co2117
co2988	co660
co7458	co7883
co537	co2147
co2077	co537
co1253	co587
co1443	co517
co3045	co3773
co736	co4102
co1770	co5392
co10740	co1861
co7462	co782
co5296	co4561
co2731	co3050
co189	co2001
co4551	co8759
co1735	co428
co1483	co5666
co200	co230
co3025	co194
co9630	co5471
co2272	co1034
co2129	co2736
co10048	co2719
co2244	co172
co874	co7432
co2787	co3720
co274	co3010
co3069	co1206
co899	co2647
co344	co155
co4310	co1426
co1255	co5327
co10816	co790
co2053	co668
co25	co10365
co874	co2511
co8617	co1931
co768	co2267
co743	co786
co47	co625
co12325	co4610
co1592	co331
co2725	co6818
co1660	co4164
co4910	co4601
co5872	co3436
co6018	co3102
co12512	co7697
co4515	co8553
co3931	co4897
co2494	co353
co1371	co10561
co2449	co3751
co300	co1891
co160	co1275
co2	co289
co3598	co6023
co923	co3896
co8505	co4433
co1877	co986
co4652	co120
co10925	co1781
co3793	co1124
co360	co3665
co3987	co930
co1315	co92
co67	co247
co1285	co1547
co5294	co2347
co3280	co12228
co2107	co1099
co2758	co1431
co2579	co3466
co596	co2476
co3674	co5765
co5152	co1954
co2104	co890
co722	co1562
co1560	co10439
co1045	co3261
co2148	co9122
co1585	co9683
co7000	co3795
co1609	co1444
co3343	co10991
co5236	co124
co4306	co538
co4733	co543
co2716	co566
co11987	co8433
co6894	co2716
co6484	co4320
co344	co4860
co9857	co1688
co1593	co165
co467	co48
co473	co11386
co11306	co2685
co3661	co88
co7851	co12547
co4204	co10574
co6190	co571
co964	co104
co6949	co4552
co1201	co2962
co631	co1692
co71	co277
co8718	co7363
co4511	co981
co1566	co13176
co2303	co8410
co9378	co12027
co2874	co2819
co11043	co782
co10988	co709
co3455	co4463
co467	co1474
co4127	co2658
co1319	co1337
co3125	co18
co2027	co1303
co1478	co3839
co2406	co1324
co923	co854
co1993	co974
co124	co6370
co702	co4879
co1271	co5935
co43	co2887
co3260	co4614
co336	co1994
co11668	co165
co12723	co8541
co1439	co2187
co6978	co5133
co1489	co702
co3507	co324
co13095	co3741
co12855	co3138
co4102	co508
co4326	co1012
co11958	co7394
co1236	co2329
co6467	co217
co7219	co3723
co1940	co1692
co4645	co8649
co6693	co2046
co760	co4356
co25	co5611
co1269	co4040
co3726	co4745
co5779	co10158
co6787	co2305
co8231	co4401
co3266	co1290
co4006	co2577
co1477	co5853
co2129	co4620
co5231	co821
co4585	co4135
co3408	co6056
co2253	co5908
co1322	co428
co738	co4652
co675	co2100
co6445	co439
co7724	co9859
co1924	co3773
co5548	co8752
co109	co12516
co1612	co265
co4132	co11311
co385	co4271
co5487	co3148
co2926	co2999
co7290	co1475
co4356	co5926
co5383	co3681
co4076	co537
co2405	co1013
co7953	co4570
co402	co6283
co690	co1241
co10664	co827
co3658	co132
co2161	co954
co3143	co2447
co6831	co1904
co2604	co597
co45	co7244
co144	co11418
co9161	co7344
co4587	co1010
co4471	co1036
co4831	co11934
co2024	co136
co3959	co661
co4368	co6521
co223	co1115
co3336	co3953
co420	co7905
co1468	co3148
co4498	co13308
co1746	co8972
co3821	co5097
co1368	co11482
co2244	co706
co5638	co193
co358	co6617
co566	co12473
co3034	co82
co1724	co795
co1971	co12678
co851	co711
co3041	co2475
co1349	co537
co5254	co4037
co5949	co9790
co5839	co522
co4873	co6161
co8168	co311
co211	co2717
co3791	co196
co2777	co657
co3414	co4552
co8381	co3148
co2638	co3310
co9798	co4601
co4923	co2660
co6874	co2258
co2654	co1941
co4933	co38
co1847	co5019
co2919	co2779
co1820	co468
co25	co14309
co8908	co2615
co1201	co7973
co10912	co165
co702	co5988
co4669	co675
co1762	co2260
co5006	co221
co4828	co11585
co4937	co9108
co2171	co2479
co3492	co4832
co924	co120
co1612	co1842
co5538	co2378
co11045	co567
co1335	co3715
co8451	co860
co6481	co1605
co3883	co1333
co6153	co2364
co7123	co6344
co3285	co3260
co5372	co702
co10566	co7044
co4754	co5
co5317	co725
co1979	co869
co8850	co833
co1354	co5225
co6914	co5445
co1971	co1524
co2195	co4106
co1260	co2716
co37	co1195
co2419	co543
co576	co481
co1207	co176
co11448	co3324
co3935	co42
co4766	co3664
co840	co562
co3699	co9848
co4075	co5919
co2611	co535
co10432	co933
co6949	co508
co3231	co381
co2579	co7152
co6547	co144
co4168	co5589
co2557	co5900
co2563	co3382
co1981	co4426
co537	co6415
co2102	co3556
co10687	co1297
co1095	co1742
co4611	co7049
co2705	co1431
co665	co6859
co3049	co214
co783	co262
co350	co4530
co1349	co3953
co2134	co8083
co8575	co6928
co6550	co341
co2232	co1382
co890	co602
co673	co98
co7649	co777
co1139	co3250
co4068	co3900
co925	co6333
co1073	co508
co196	co2163
co7295	co8077
co453	co2776
co3076	co8567
co3163	co5113
co5239	co538
co6267	co5902
co7942	co3788
co1072	co2258
co7185	co124
co702	co2923
co658	co1421
co3926	co4898
co4593	co1341
co2680	co21
co520	co8772
co9121	co2123
co1281	co3777
co222	co6876
co4005	co2936
co101	co5707
co653	co4055
co3349	co414
co851	co5162
co5286	co5681
co404	co10702
co6122	co739
co2129	co961
co1230	co1275
co4543	co170
co67	co2584
co6224	co4975
co1173	co1452
co11703	co2832
co1787	co2868
co5533	co3874
co3398	co610
co5254	co5749
co3515	co5901
co8776	co1040
co7020	co938
co595	co2376
co6162	co1012
co2716	co3705
co165	co136
co4408	co3501
co3661	co1910
co1315	co525
co6800	co5439
co9413	co10829
co6125	co3387
co5492	co4752
co3558	co4724
co300	co1990
co6733	co3184
co5989	co4414
co2696	co8230
co1852	co612
co7294	co58
co5146	co1276
co999	co3707
co8517	co9193
co2529	co7152
co2611	co4261
co1501	co4083
co109	co4151
co203	co2702
co1098	co2021
co3375	co1748
co1602	co7025
co1310	co2313
co9847	co930
co509	co1158
co1898	co1345
co1881	co3120
co298	co8623
co473	co3096
co1218	co4893
co4866	co898
co5613	co1316
co4711	co6808
co3798	co11443
co8509	co13736
co5529	co1337
co11	co6961
co13234	co6897
co11069	co1932
co1116	co7301
co5536	co959
co5862	co520
co3230	co2123
co1480	co4867
co6631	co1132
co657	co439
co6191	co2146
co3394	co1324
co753	co9267
co5007	co5729
co2195	co7540
co2146	co586
co640	co5131
co11895	co1710
co3163	co508
co499	co9294
co2758	co3030
co728	co2087
co509	co7242
co7038	co7669
co2959	co1426
co3821	co4217
co1508	co3379
co6966	co2990
co2241	co2879
co2839	co8592
co303	co2973
co9887	co5335
co10522	co2048
co2033	co319
co8397	co3466
co7337	co2564
co2231	co958
co737	co1431
co4454	co178
co5935	co4272
co210	co1356
co1179	co204
co690	co2505
co5359	co8409
co1649	co58
co1230	co1244
co2615	co1522
co2265	co7987
co798	co3305
co7267	co4499
co2089	co7169
co3092	co6953
co6995	co1781
co199	co1357
co1133	co2218
co675	co1013
co9238	co2236
co2048	co1345
co13666	co271
co2468	co1617
co8244	co222
co25	co2066
co7675	co202
co5576	co12535
co7775	co10127
co4603	co6169
co10275	co1736
co5951	co2456
co11719	co243
co509	co4734
co2269	co1966
co7592	co1341
co2470	co615
co4236	co924
co3802	co640
co115	co1132
co1090	co4906
co1698	co384
co7559	co4169
co7679	co7902
co2892	co2480
co7299	co8097
co760	co1969
co5965	co8923
co12397	co2593
co282	co1276
co3598	co816
co1787	co521
co7375	co14310
co11949	co1025
co100	co6224
co317	co1842
co3262	co1183
co936	co2796
co4575	co543
co1628	co43
co8633	co932
co7718	co21
co3356	co3151
co4622	co2045
co12485	co1012
co8784	co3020
co5450	co3080
co7911	co4645
co1305	co5576
co4651	co1681
co344	co5760
co7685	co2454
co12314	co1706
co2099	co1436
co54	co301
co874	co1853
co3086	co534
co10820	co287
co4830	co7609
co3950	co522
co958	co8600
co4225	co114
co6888	co869
co4560	co9553
co1484	co5200
co2169	co453
co7376	co5965
co6631	co892
co504	co14162
co2865	co1527
co4620	co508
co7599	co163
co3859	co37
co6704	co809
co7	co9437
co509	co11287
co4732	co1195
co37	co165
co107	co209
co3128	co10703
co1787	co10843
co5603	co909
co3076	co549
co509	co6494
co2403	co6708
co4755	co8745
co467	co4155
co2312	co3655
co5202	co5965
co5287	co6650
co1789	co1600
co1859	co2029
co2221	co2792
co1054	co419
co4410	co479
co1872	co2722
co675	co2039
co1874	co2772
co3492	co1954
co984	co4277
co1800	co11484
co3036	co1689
co1396	co563
co158	co125
co12795	co938
co840	co1244
co1566	co13084
co158	co3521
co874	co5784
co840	co4860
co1941	co14148
co11315	co14059
co5195	co1658
co7669	co4463
co8974	co3607
co5944	co7789
co262	co3047
co380	co6259
co997	co4663
co558	co11115
co6079	co8637
co11567	co165
co1310	co8492
co1903	co3813
co3133	co589
co3260	co9161
co5582	co3336
co400	co5304
co3686	co7226
co2054	co6623
co899	co15
co2140	co1558
co5997	co6828
co4718	co7475
co10498	co8609
co7362	co2067
co11881	co4502
co1098	co2776
co2559	co5626
co657	co3300
co148	co12448
co1867	co1083
co2199	co893
co675	co2746
co4008	co5555
co3782	co444
co2814	co3369
co6528	co6622
co4113	co1969
co3575	co107
co1605	co120
co3953	co1048
co6654	co24
co2068	co9886
co4983	co165
co6860	co8372
co1659	co508
co7847	co2301
co12515	co65
co168	co6363
co1248	co165
co1415	co5772
co5228	co2722
co6692	co4449
co3329	co6101
co480	co321
co10342	co8779
co798	co3425
co446	co5260
co2334	co3622
co6545	co3382
co109	co6914
co2426	co1842
co4958	co7421
co9075	co112
co12394	co2399
co1798	co124
co1413	co1180
co109	co248
co2896	co543
co10012	co5356
co7063	co38
co2796	co6535
co11357	co2573
co4175	co609
co2307	co319
co712	co595
co4340	co3576
co4416	co165
co1500	co6756
co1780	co786
co1034	co456
co3177	co4262
co4106	co3603
co3754	co615
co206	co64
co1525	co8411
co2362	co970
co8149	co1609
co1981	co2530
co538	co353
co722	co4391
co5689	co3645
co5986	co1316
co2283	co4578
co6425	co3949
co887	co31
co2127	co1137
co6742	co1562
co107	co2339
co402	co1303
co1018	co737
co2065	co659
co13319	co2328
co5460	co5258
co3488	co790
co9720	co889
co2720	co2709
co1654	co5416
co1249	co8376
co5928	co1926
co7512	co7505
co13243	co9970
co409	co5310
co10179	co529
co4006	co774
co8872	co2124
co3432	co13159
co4230	co12062
co4282	co4449
co6844	co9272
co13417	co5696
co5484	co13654
co2158	co5532
co1162	co22
co1406	co218
co2232	co2469
co4615	co2647
co2642	co353
co104	co908
co5099	co2086
co435	co1418
co3884	co9884
co2408	co6204
co2611	co13611
co7916	co795
co13560	co689
co2805	co2235
co10021	co1173
co3449	co5048
co7473	co2875
co854	co1426
co556	co128
co942	co702
co521	co3784
co623	co846
co595	co1649
co2112	co948
co1925	co1861
co10719	co8740
co7824	co775
co1017	co2267
co539	co1201
co726	co4731
co1605	co2155
co3575	co1809
co1535	co6531
co5341	co6917
co690	co6485
co633	co6764
co402	co2130
co1371	co6813
co9713	co215
co3028	co1649
co6966	co784
co2738	co742
co4320	co5002
co1417	co4038
co1027	co5177
co5778	co3690
co527	co229
co5667	co2503
co1227	co3507
co415	co4743
co3296	co2904
co5666	co3961
co931	co522
co328	co3003
co4572	co6624
co1110	co1610
co767	co1628
co10335	co7334
co979	co791
co3032	co1326
co1230	co194
co1061	co179
co8013	co1107
co6167	co2066
co3737	co9831
co6621	co165
co5489	co2479
co14311	co3564
co9099	co1441
co2714	co202
co4348	co1179
co5699	co1354
co403	co4860
co595	co3686
co1830	co565
co3812	co399
co7577	co702
co4341	co8700
co2784	co165
co2771	co1388
co8911	co642
co1309	co8230
co874	co6884
co1916	co1789
co5848	co1735
co8	co7138
co1180	co3252
co1319	co545
co4463	co2515
co2520	co3784
co4263	co1704
co822	co1426
co2796	co612
co874	co11961
co7914	co8715
co3033	co1431
co67	co10
co1173	co930
co4290	co1013
co196	co622
co2477	co2652
co165	co1432
co4164	co4392
co10969	co10464
co4872	co9509
co4502	co13724
co5176	co5164
co2896	co508
co2112	co2439
co1312	co508
co2113	co225
co577	co1276
co2756	co2123
co2896	co4912
co5090	co586
co12863	co293
co205	co9164
co9400	co517
co271	co1403
co117	co2446
co4975	co1250
co931	co1461
co7886	co7407
co200	co3310
co1789	co3204
co1560	co2184
co5916	co972
co2959	co5387
co6873	co2220
co1337	co3098
co115	co702
co2635	co179
co698	co6520
co402	co4323
co1546	co1398
co775	co10496
co165	co2499
co1458	co8017
co3346	co5433
co10933	co288
co3933	co321
co10596	co353
co119	co42
co6213	co3436
co6477	co356
co419	co3665
co1443	co341
co2270	co636
co5951	co9905
co3015	co3342
co612	co4486
co3598	co298
co2421	co501
co2840	co4654
co10613	co3634
co5533	co2593
co293	co2201
co2657	co11977
co2168	co7936
co6974	co3592
co728	co543
co4415	co3714
co5324	co3818
co4323	co2935
co1936	co1397
co8181	co5212
co5432	co7059
co1004	co4701
co682	co956
co7248	co88
co1382	co932
co2736	co1074
co3112	co6948
co9098	co1353
co1309	co4227
co3693	co2710
co1546	co3184
co1798	co218
co4273	co3452
co10429	co2698
co1335	co652
co655	co3565
co583	co3917
co5234	co2121
co5251	co6409
co4783	co8885
co1224	co2341
co3733	co146
co3833	co8209
co2787	co5
co3755	co8830
co9340	co14289
co107	co387
co3821	co586
co3224	co6810
co2952	co4155
co5759	co515
co3554	co2962
co2147	co2163
co324	co3193
co300	co3174
co4499	co2052
co2883	co11988
co6879	co7003
co4174	co4570
co488	co136
co5191	co944
co4995	co537
co2603	co2678
co9887	co1206
co3110	co2672
co5286	co3439
co3933	co2935
co4599	co1837
co609	co1550
co2470	co174
co6027	co9
co7521	co972
co702	co8871
co1371	co1830
co9816	co2201
co1671	co353
co2379	co202
co2865	co4362
co5045	co148
co474	co104
co1744	co7412
co1341	co5489
co5228	co151
co1531	co2255
co987	co384
co2720	co4943
co7029	co4892
co4900	co827
co1309	co2834
co4910	co2757
co109	co4778
co8806	co7517
co8703	co1094
co1384	co5910
co5689	co8145
co2717	co2260
co300	co5265
co9295	co1731
co6800	co1138
co1222	co4243
co1608	co543
co1265	co3757
co2026	co6738
co7045	co1938
co1993	co2655
co182	co6698
co5950	co535
co2866	co1485
co435	co4654
co3913	co9032
co2850	co6
co3885	co8582
co4052	co124
co4579	co2026
co5670	co8017
co11127	co4885
co1436	co3157
co983	co2339
co2251	co1320
co1810	co5915
co3302	co1882
co469	co6708
co5738	co500
co940	co2722
co3295	co3445
co2520	co4566
co604	co491
co8930	co13091
co8224	co8574
co1645	co1001
co7512	co1853
co1139	co142
co3810	co1754
co1349	co1111
co209	co1516
co10024	co324
co9636	co2095
co199	co221
co2357	co5457
co2804	co8260
co5651	co5519
co3506	co2163
co1289	co6684
co408	co5715
co12251	co1276
co6498	co2252
co17	co4288
co1285	co2061
co9745	co537
co2691	co7324
co4745	co1534
co7363	co860
co4954	co4242
co2001	co2867
co982	co587
co1159	co2155
co702	co5386
co4666	co2282
co2207	co6738
co736	co8486
co6044	co7859
co4661	co5937
co1940	co7992
co4362	co1652
co3014	co120
co6612	co1028
co10840	co13334
co4710	co1452
co1881	co1700
co3375	co1368
co8675	co2074
co1442	co4660
co30	co517
co1461	co5519
co6203	co8839
co923	co10724
co549	co4200
co5765	co5737
co672	co6584
co668	co1356
co362	co5082
co1440	co9716
co5043	co2593
co3060	co1570
co3236	co3481
co5224	co5045
co7075	co1417
co8264	co8091
co77	co7777
co3415	co6226
co666	co345
co3317	co9859
co4645	co6122
co3501	co1468
co205	co261
co3803	co7303
co1371	co6492
co738	co5057
co403	co120
co2461	co816
co1984	co4368
co8879	co9750
co2865	co10160
co2959	co4276
co3976	co2439
co899	co4651
co903	co206
co5021	co706
co5333	co2357
co2691	co958
co5236	co1272
co5951	co4768
co9498	co3705
co8769	co668
co1297	co4855
co3893	co3397
co5963	co7998
co6293	co4738
co6660	co11913
co2197	co5190
co12219	co4738
co8257	co1094
co10613	co1162
co13861	co6515
co236	co189
co1201	co546
co17	co516
co6356	co1195
co2242	co96
co4819	co1766
co1485	co1276
co4254	co8627
co2382	co1307
co7532	co4343
co3802	co3311
co5550	co132
co1337	co2126
co6189	co293
co1460	co860
co4654	co636
co675	co2499
co9214	co2147
co5643	co858
co3986	co4652
co10028	co4660
co5254	co1250
co9595	co2074
co1940	co1498
co5040	co8
co230	co4368
co10653	co165
co892	co2306
co736	co7708
co1224	co1914
co10532	co2418
co344	co3598
co473	co625
co4029	co165
co2918	co1645
co10190	co1434
co1285	co3227
co1679	co8185
co753	co1399
co7248	co5363
co9333	co10843
co874	co5769
co6194	co293
co736	co3503
co9528	co3900
co5392	co151
co853	co5862
co108	co1014
co6517	co3424
co2104	co1349
co4598	co2198
co626	co1549
co2276	co10726
co4145	co218
co2896	co1288
co8487	co3068
co6487	co9273
co10018	co116
co67	co1083
co1201	co6116
co14025	co165
co3982	co361
co1560	co9933
co7368	co3373
co440	co612
co7227	co2375
co1361	co2064
co9893	co121
co310	co52
co583	co2301
co130	co1595
co1019	co2520
co3376	co18
co3438	co10506
co2746	co2375
co11683	co498
co9186	co14312
co7672	co5169
co252	co458
co205	co7092
co2813	co4610
co4398	co8418
co956	co8416
co8444	co944
co2026	co1106
co4217	co4486
co8990	co1302
co2305	co7526
co1079	co815
co329	co1185
co4631	co8570
co7664	co4575
co5548	co11628
co2493	co4155
co6878	co4688
co2221	co1379
co1927	co1276
co1861	co5164
co2008	co73
co4904	co4883
co1050	co5523
co3362	co165
co1322	co12397
co1947	co4275
co3163	co3705
co4937	co6958
co4742	co3053
co5907	co1494
co27	co5830
co1725	co1573
co2349	co353
co4021	co933
co768	co7120
co1549	co6103
co4582	co1028
co2427	co625
co596	co675
co1027	co104
co986	co2495
co3970	co104
co1687	co2752
co15	co1514
co3178	co3846
co3024	co214
co1498	co3690
co2244	co2007
co6112	co401
co2544	co1803
co4649	co3494
co2544	co1215
co1202	co938
co1266	co1069
co5394	co2468
co1716	co1468
co5490	co1358
co132	co7850
co1855	co1779
co7673	co10676
co904	co1001
co2156	co1605
co7959	co1012
co1482	co675
co1944	co303
co5127	co4601
co539	co5475
co4538	co63
co8339	co11031
co3870	co10415
co300	co1148
co4178	co1805
co9461	co165
co6228	co4968
co5011	co353
co6891	co7890
co300	co6017
co2646	co1527
co141	co8392
co6825	co3511
co7928	co4288
co483	co691
co4020	co8430
co675	co2520
co702	co2843
co6914	co3958
co344	co3744
co7294	co9831
co1641	co468
co602	co289
co3907	co4985
co1665	co2243
co10886	co9583
co236	co4682
co2391	co958
co1819	co218
co88	co6690
co8958	co5821
co8366	co13139
co67	co1201
co2129	co1184
co1305	co223
co726	co4347
co4553	co151
co2538	co6177
co9238	co4393
co2113	co3477
co2653	co1321
co2134	co4272
co520	co6611
co4965	co2992
co5820	co2369
co3845	co2180
co2560	co4739
co6831	co2593
co2526	co7260
co3175	co3253
co957	co4296
co222	co4392
co5872	co539
co1371	co2618
co6510	co8586
co514	co1277
co1302	co537
co3264	co2235
co3120	co542
co9593	co1082
co2337	co3765
co91	co491
co4137	co11602
co1019	co1021
co5262	co3500
co6788	co5873
co3849	co639
co586	co958
co3566	co1137
co8718	co2735
co1560	co5405
co358	co2722
co1195	co1115
co712	co2074
co2226	co5509
co586	co8230
co500	co2893
co1732	co543
co10302	co11087
co5554	co2814
co1763	co3034
co11996	co5187
co541	co3615
co1256	co4288
co4841	co63
co3584	co2560
co5303	co5241
co412	co468
co3536	co1206
co8692	co5184
co1483	co4006
co1684	co5890
co1276	co12125
co7153	co1664
co1591	co2061
co1835	co6339
co2102	co4471
co1272	co6701
co1498	co6531
co7048	co10770
co8849	co3635
co9365	co462
co7712	co104
co1720	co515
co14161	co3302
co10212	co6727
co1974	co3260
co3285	co3690
co97	co400
co3477	co27
co1163	co3210
co4819	co9707
co3791	co1475
co1030	co1842
co5948	co13518
co549	co6372
co1936	co2461
co5055	co2615
co9376	co3375
co5306	co503
co2459	co8492
co13341	co1365
co1310	co1032
co1249	co526
co2248	co5213
co1361	co239
co971	co43
co170	co7293
co1361	co6879
co4664	co10268
co193	co3903
co9045	co5281
co274	co4654
co2161	co509
co8762	co5029
co10599	co324
co6522	co11248
co8432	co439
co378	co8513
co928	co5968
co7836	co8232
co77	co1841
co2147	co668
co8031	co3828
co3162	co2362
co12039	co5165
co3389	co4530
co9272	co3522
co5509	co5717
co302	co1048
co3642	co495
co6835	co11563
co1828	co1901
co4048	co221
co7100	co4094
co2140	co3563
co100	co5563
co3000	co6707
co7110	co8794
co5394	co4
co7111	co1574
co332	co970
co3888	co436
co2796	co3050
co4474	co6712
co6949	co100
co11816	co3715
co5808	co120
co9620	co218
co2248	co1776
co7164	co1964
co2959	co8373
co125	co12802
co526	co289
co1975	co9120
co4241	co1180
co1615	co3713
co8518	co6601
co222	co4452
co1795	co881
co3313	co9572
co2118	co4671
co9713	co1596
co338	co124
co2048	co1376
co344	co3715
co665	co957
co722	co183
co1825	co218
co7197	co508
co4289	co1272
co7199	co408
co143	co2564
co8461	co1722
co1349	co668
co132	co958
co4585	co1245
co2104	co7756
co5095	co124
co7130	co6666
co10071	co6689
co6881	co10089
co5273	co231
co3696	co1178
co7775	co439
co4043	co102
co5166	co1153
co1235	co8341
co11728	co5290
co1842	co3672
co328	co130
co1405	co2999
co808	co12103
